search_term,area,date,search_intensity
telecommuting,China,2013-04-01,144
telecommuting,China,2013-04-02,140
telecommuting,China,2013-04-03,78
telecommuting,China,2013-04-04,64
telecommuting,China,2013-04-05,68
telecommuting,China,2013-04-06,64
telecommuting,China,2013-04-07,82
telecommuting,China,2013-04-08,78
telecommuting,China,2013-04-09,121
telecommuting,China,2013-04-10,137
telecommuting,China,2013-04-11,136
telecommuting,China,2013-04-12,144
telecommuting,China,2013-04-13,134
telecommuting,China,2013-04-14,64
telecommuting,China,2013-04-15,143
telecommuting,China,2013-04-16,68
telecommuting,China,2013-04-17,131
telecommuting,China,2013-04-18,66
telecommuting,China,2013-04-19,130
telecommuting,China,2013-04-20,76
telecommuting,China,2013-04-21,124
telecommuting,China,2013-04-22,135
telecommuting,China,2013-04-23,144
telecommuting,China,2013-04-24,139
telecommuting,China,2013-04-25,122
telecommuting,China,2013-04-26,137
telecommuting,China,2013-04-27,131
telecommuting,China,2013-04-28,126
telecommuting,China,2013-04-29,127
telecommuting,China,2013-04-30,120
telecommuting,China,2013-05-01,82
telecommuting,China,2013-05-02,139
telecommuting,China,2013-05-03,142
telecommuting,China,2013-05-04,129
telecommuting,China,2013-05-05,142
telecommuting,China,2013-05-06,74
telecommuting,China,2013-05-07,146
telecommuting,China,2013-05-08,76
telecommuting,China,2013-05-09,121
telecommuting,China,2013-05-10,131
telecommuting,China,2013-05-11,63
telecommuting,China,2013-05-12,131
telecommuting,China,2013-05-13,125
telecommuting,China,2013-05-14,131
telecommuting,China,2013-05-15,124
telecommuting,China,2013-05-16,140
telecommuting,China,2013-05-17,70
telecommuting,China,2013-05-18,68
telecommuting,China,2013-05-19,66
telecommuting,China,2013-05-20,74
telecommuting,China,2013-05-21,74
telecommuting,China,2013-05-22,138
telecommuting,China,2013-05-23,132
telecommuting,China,2013-05-24,127
telecommuting,China,2013-05-25,57
telecommuting,China,2013-05-26,118
telecommuting,China,2013-05-27,127
telecommuting,China,2013-05-28,74
telecommuting,China,2013-05-29,125
telecommuting,China,2013-05-30,121
telecommuting,China,2013-05-31,121
telecommuting,China,2013-06-01,0
telecommuting,China,2013-06-02,68
telecommuting,China,2013-06-03,63
telecommuting,China,2013-06-04,129
telecommuting,China,2013-06-05,70
telecommuting,China,2013-06-06,123
telecommuting,China,2013-06-07,120
telecommuting,China,2013-06-08,132
telecommuting,China,2013-06-09,123
telecommuting,China,2013-06-10,63
telecommuting,China,2013-06-11,0
telecommuting,China,2013-06-12,118
telecommuting,China,2013-06-13,139
telecommuting,China,2013-06-14,163
telecommuting,China,2013-06-15,64
telecommuting,China,2013-06-16,0
telecommuting,China,2013-06-17,139
telecommuting,China,2013-06-18,137
telecommuting,China,2013-06-19,70
telecommuting,China,2013-06-20,68
telecommuting,China,2013-06-21,87
telecommuting,China,2013-06-22,64
telecommuting,China,2013-06-23,131
telecommuting,China,2013-06-24,127
telecommuting,China,2013-06-25,66
telecommuting,China,2013-06-26,74
telecommuting,China,2013-06-27,141
telecommuting,China,2013-06-28,74
telecommuting,China,2013-06-29,118
telecommuting,China,2013-06-30,61
telecommuting,China,2013-07-01,133
telecommuting,China,2013-07-02,122
telecommuting,China,2013-07-03,125
telecommuting,China,2013-07-04,64
telecommuting,China,2013-07-05,139
telecommuting,China,2013-07-06,122
telecommuting,China,2013-07-07,121
telecommuting,China,2013-07-08,78
telecommuting,China,2013-07-09,134
telecommuting,China,2013-07-10,126
telecommuting,China,2013-07-11,129
telecommuting,China,2013-07-12,128
telecommuting,China,2013-07-13,63
telecommuting,China,2013-07-14,61
telecommuting,China,2013-07-15,125
telecommuting,China,2013-07-16,66
telecommuting,China,2013-07-17,72
telecommuting,China,2013-07-18,68
telecommuting,China,2013-07-19,64
telecommuting,China,2013-07-20,61
telecommuting,China,2013-07-21,60
telecommuting,China,2013-07-22,72
telecommuting,China,2013-07-23,63
telecommuting,China,2013-07-24,123
telecommuting,China,2013-07-25,61
telecommuting,China,2013-07-26,135
telecommuting,China,2013-07-27,0
telecommuting,China,2013-07-28,66
telecommuting,China,2013-07-29,124
telecommuting,China,2013-07-30,72
telecommuting,China,2013-07-31,121
telecommuting,China,2013-08-01,70
telecommuting,China,2013-08-02,80
telecommuting,China,2013-08-03,124
telecommuting,China,2013-08-04,58
telecommuting,China,2013-08-05,64
telecommuting,China,2013-08-06,124
telecommuting,China,2013-08-07,74
telecommuting,China,2013-08-08,121
telecommuting,China,2013-08-09,151
telecommuting,China,2013-08-10,66
telecommuting,China,2013-08-11,0
telecommuting,China,2013-08-12,57
telecommuting,China,2013-08-13,133
telecommuting,China,2013-08-14,133
telecommuting,China,2013-08-15,132
telecommuting,China,2013-08-16,137
telecommuting,China,2013-08-17,66
telecommuting,China,2013-08-18,61
telecommuting,China,2013-08-19,63
telecommuting,China,2013-08-20,126
telecommuting,China,2013-08-21,64
telecommuting,China,2013-08-22,134
telecommuting,China,2013-08-23,140
telecommuting,China,2013-08-24,60
telecommuting,China,2013-08-25,118
telecommuting,China,2013-08-26,125
telecommuting,China,2013-08-27,68
telecommuting,China,2013-08-28,76
telecommuting,China,2013-08-29,72
telecommuting,China,2013-08-30,63
telecommuting,China,2013-08-31,61
telecommuting,China,2013-09-01,66
telecommuting,China,2013-09-02,74
telecommuting,China,2013-09-03,80
telecommuting,China,2013-09-04,124
telecommuting,China,2013-09-05,66
telecommuting,China,2013-09-06,63
telecommuting,China,2013-09-07,0
telecommuting,China,2013-09-08,68
telecommuting,China,2013-09-09,132
telecommuting,China,2013-09-10,125
telecommuting,China,2013-09-11,124
telecommuting,China,2013-09-12,64
telecommuting,China,2013-09-13,72
telecommuting,China,2013-09-14,0
telecommuting,China,2013-09-15,118
telecommuting,China,2013-09-16,129
telecommuting,China,2013-09-17,127
telecommuting,China,2013-09-18,127
telecommuting,China,2013-09-19,121
telecommuting,China,2013-09-20,72
telecommuting,China,2013-09-21,63
telecommuting,China,2013-09-22,66
telecommuting,China,2013-09-23,66
telecommuting,China,2013-09-24,68
telecommuting,China,2013-09-25,61
telecommuting,China,2013-09-26,126
telecommuting,China,2013-09-27,123
telecommuting,China,2013-09-28,61
telecommuting,China,2013-09-29,72
telecommuting,China,2013-09-30,61
telecommuting,China,2013-10-01,70
telecommuting,China,2013-10-02,64
telecommuting,China,2013-10-03,64
telecommuting,China,2013-10-04,57
telecommuting,China,2013-10-05,0
telecommuting,China,2013-10-06,125
telecommuting,China,2013-10-07,72
telecommuting,China,2013-10-08,78
telecommuting,China,2013-10-09,127
telecommuting,China,2013-10-10,130
telecommuting,China,2013-10-11,66
telecommuting,China,2013-10-12,123
telecommuting,China,2013-10-13,63
telecommuting,China,2013-10-14,70
telecommuting,China,2013-10-15,61
telecommuting,China,2013-10-16,139
telecommuting,China,2013-10-17,133
telecommuting,China,2013-10-18,131
telecommuting,China,2013-10-19,63
telecommuting,China,2013-10-20,125
telecommuting,China,2013-10-21,126
telecommuting,China,2013-10-22,142
telecommuting,China,2013-10-23,132
telecommuting,China,2013-10-24,74
telecommuting,China,2013-10-25,133
telecommuting,China,2013-10-26,121
telecommuting,China,2013-10-27,66
telecommuting,China,2013-10-28,126
telecommuting,China,2013-10-29,118
telecommuting,China,2013-10-30,140
telecommuting,China,2013-10-31,61
telecommuting,China,2013-11-01,123
telecommuting,China,2013-11-02,76
telecommuting,China,2013-11-03,127
telecommuting,China,2013-11-04,133
telecommuting,China,2013-11-05,70
telecommuting,China,2013-11-06,135
telecommuting,China,2013-11-07,66
telecommuting,China,2013-11-08,70
telecommuting,China,2013-11-09,70
telecommuting,China,2013-11-10,70
telecommuting,China,2013-11-11,78
telecommuting,China,2013-11-12,140
telecommuting,China,2013-11-13,74
telecommuting,China,2013-11-14,133
telecommuting,China,2013-11-15,72
telecommuting,China,2013-11-16,125
telecommuting,China,2013-11-17,121
telecommuting,China,2013-11-18,70
telecommuting,China,2013-11-19,135
telecommuting,China,2013-11-20,70
telecommuting,China,2013-11-21,63
telecommuting,China,2013-11-22,148
telecommuting,China,2013-11-23,123
telecommuting,China,2013-11-24,135
telecommuting,China,2013-11-25,131
telecommuting,China,2013-11-26,78
telecommuting,China,2013-11-27,147
telecommuting,China,2013-11-28,131
telecommuting,China,2013-11-29,144
telecommuting,China,2013-11-30,0
telecommuting,China,2013-12-01,68
telecommuting,China,2013-12-02,131
telecommuting,China,2013-12-03,118
telecommuting,China,2013-12-04,119
telecommuting,China,2013-12-05,130
telecommuting,China,2013-12-06,66
telecommuting,China,2013-12-07,72
telecommuting,China,2013-12-08,61
telecommuting,China,2013-12-09,124
telecommuting,China,2013-12-10,120
telecommuting,China,2013-12-11,127
telecommuting,China,2013-12-12,137
telecommuting,China,2013-12-13,74
telecommuting,China,2013-12-14,131
telecommuting,China,2013-12-15,121
telecommuting,China,2013-12-16,76
telecommuting,China,2013-12-17,120
telecommuting,China,2013-12-18,72
telecommuting,China,2013-12-19,132
telecommuting,China,2013-12-20,64
telecommuting,China,2013-12-21,61
telecommuting,China,2013-12-22,64
telecommuting,China,2013-12-23,72
telecommuting,China,2013-12-24,64
telecommuting,China,2013-12-25,129
telecommuting,China,2013-12-26,57
telecommuting,China,2013-12-27,133
telecommuting,China,2013-12-28,63
telecommuting,China,2013-12-29,58
telecommuting,China,2013-12-30,76
telecommuting,China,2013-12-31,0
telecommuting,China,2014-01-01,0
telecommuting,China,2014-01-02,0
telecommuting,China,2014-01-03,137
telecommuting,China,2014-01-04,64
telecommuting,China,2014-01-05,126
telecommuting,China,2014-01-06,61
telecommuting,China,2014-01-07,137
telecommuting,China,2014-01-08,72
telecommuting,China,2014-01-09,64
telecommuting,China,2014-01-10,66
telecommuting,China,2014-01-11,68
telecommuting,China,2014-01-12,68
telecommuting,China,2014-01-13,130
telecommuting,China,2014-01-14,118
telecommuting,China,2014-01-15,61
telecommuting,China,2014-01-16,68
telecommuting,China,2014-01-17,120
telecommuting,China,2014-01-18,127
telecommuting,China,2014-01-19,122
telecommuting,China,2014-01-20,64
telecommuting,China,2014-01-21,68
telecommuting,China,2014-01-22,64
telecommuting,China,2014-01-23,70
telecommuting,China,2014-01-24,0
telecommuting,China,2014-01-25,63
telecommuting,China,2014-01-26,123
telecommuting,China,2014-01-27,137
telecommuting,China,2014-01-28,132
telecommuting,China,2014-01-29,0
telecommuting,China,2014-01-30,0
telecommuting,China,2014-01-31,0
telecommuting,China,2014-02-01,0
telecommuting,China,2014-02-02,57
telecommuting,China,2014-02-03,0
telecommuting,China,2014-02-04,0
telecommuting,China,2014-02-05,58
telecommuting,China,2014-02-06,63
telecommuting,China,2014-02-07,70
telecommuting,China,2014-02-08,130
telecommuting,China,2014-02-09,70
telecommuting,China,2014-02-10,72
telecommuting,China,2014-02-11,124
telecommuting,China,2014-02-12,72
telecommuting,China,2014-02-13,131
telecommuting,China,2014-02-14,74
telecommuting,China,2014-02-15,0
telecommuting,China,2014-02-16,74
telecommuting,China,2014-02-17,131
telecommuting,China,2014-02-18,133
telecommuting,China,2014-02-19,135
telecommuting,China,2014-02-20,70
telecommuting,China,2014-02-21,64
telecommuting,China,2014-02-22,66
telecommuting,China,2014-02-23,61
telecommuting,China,2014-02-24,97
telecommuting,China,2014-02-25,61
telecommuting,China,2014-02-26,72
telecommuting,China,2014-02-27,121
telecommuting,China,2014-02-28,72
telecommuting,China,2014-03-01,0
telecommuting,China,2014-03-02,72
telecommuting,China,2014-03-03,139
telecommuting,China,2014-03-04,127
telecommuting,China,2014-03-05,128
telecommuting,China,2014-03-06,134
telecommuting,China,2014-03-07,68
telecommuting,China,2014-03-08,64
telecommuting,China,2014-03-09,64
telecommuting,China,2014-03-10,131
telecommuting,China,2014-03-11,124
telecommuting,China,2014-03-12,135
telecommuting,China,2014-03-13,85
telecommuting,China,2014-03-14,122
telecommuting,China,2014-03-15,123
telecommuting,China,2014-03-16,61
telecommuting,China,2014-03-17,66
telecommuting,China,2014-03-18,70
telecommuting,China,2014-03-19,70
telecommuting,China,2014-03-20,128
telecommuting,China,2014-03-21,127
telecommuting,China,2014-03-22,58
telecommuting,China,2014-03-23,63
telecommuting,China,2014-03-24,121
telecommuting,China,2014-03-25,147
telecommuting,China,2014-03-26,136
telecommuting,China,2014-03-27,130
telecommuting,China,2014-03-28,121
telecommuting,China,2014-03-29,121
telecommuting,China,2014-03-30,0
telecommuting,China,2014-03-31,130
telecommuting,China,2014-04-01,63
telecommuting,China,2014-04-02,134
telecommuting,China,2014-04-03,127
telecommuting,China,2014-04-04,76
telecommuting,China,2014-04-05,63
telecommuting,China,2014-04-06,0
telecommuting,China,2014-04-07,131
telecommuting,China,2014-04-08,134
telecommuting,China,2014-04-09,130
telecommuting,China,2014-04-10,127
telecommuting,China,2014-04-11,137
telecommuting,China,2014-04-12,122
telecommuting,China,2014-04-13,125
telecommuting,China,2014-04-14,130
telecommuting,China,2014-04-15,137
telecommuting,China,2014-04-16,74
telecommuting,China,2014-04-17,76
telecommuting,China,2014-04-18,122
telecommuting,China,2014-04-19,129
telecommuting,China,2014-04-20,125
telecommuting,China,2014-04-21,70
telecommuting,China,2014-04-22,133
telecommuting,China,2014-04-23,133
telecommuting,China,2014-04-24,61
telecommuting,China,2014-04-25,118
telecommuting,China,2014-04-26,128
telecommuting,China,2014-04-27,125
telecommuting,China,2014-04-28,128
telecommuting,China,2014-04-29,131
telecommuting,China,2014-04-30,74
telecommuting,China,2014-05-01,57
telecommuting,China,2014-05-02,63
telecommuting,China,2014-05-03,132
telecommuting,China,2014-05-04,74
telecommuting,China,2014-05-05,70
telecommuting,China,2014-05-06,139
telecommuting,China,2014-05-07,121
telecommuting,China,2014-05-08,87
telecommuting,China,2014-05-09,66
telecommuting,China,2014-05-10,118
telecommuting,China,2014-05-11,64
telecommuting,China,2014-05-12,133
telecommuting,China,2014-05-13,125
telecommuting,China,2014-05-14,63
telecommuting,China,2014-05-15,66
telecommuting,China,2014-05-16,68
telecommuting,China,2014-05-17,118
telecommuting,China,2014-05-18,121
telecommuting,China,2014-05-19,63
telecommuting,China,2014-05-20,64
telecommuting,China,2014-05-21,63
telecommuting,China,2014-05-22,82
telecommuting,China,2014-05-23,126
telecommuting,China,2014-05-24,129
telecommuting,China,2014-05-25,64
telecommuting,China,2014-05-26,70
telecommuting,China,2014-05-27,66
telecommuting,China,2014-05-28,121
telecommuting,China,2014-05-29,64
telecommuting,China,2014-05-30,127
telecommuting,China,2014-05-31,0
telecommuting,China,2014-06-01,57
telecommuting,China,2014-06-02,118
telecommuting,China,2014-06-03,127
telecommuting,China,2014-06-04,129
telecommuting,China,2014-06-05,127
telecommuting,China,2014-06-06,66
telecommuting,China,2014-06-07,126
telecommuting,China,2014-06-08,129
telecommuting,China,2014-06-09,132
telecommuting,China,2014-06-10,121
telecommuting,China,2014-06-11,68
telecommuting,China,2014-06-12,74
telecommuting,China,2014-06-13,66
telecommuting,China,2014-06-14,58
telecommuting,China,2014-06-15,121
telecommuting,China,2014-06-16,124
telecommuting,China,2014-06-17,121
telecommuting,China,2014-06-18,74
telecommuting,China,2014-06-19,138
telecommuting,China,2014-06-20,123
telecommuting,China,2014-06-21,123
telecommuting,China,2014-06-22,121
telecommuting,China,2014-06-23,148
telecommuting,China,2014-06-24,74
telecommuting,China,2014-06-25,124
telecommuting,China,2014-06-26,133
telecommuting,China,2014-06-27,129
telecommuting,China,2014-06-28,61
telecommuting,China,2014-06-29,68
telecommuting,China,2014-06-30,83
telecommuting,China,2014-07-01,130
telecommuting,China,2014-07-02,70
telecommuting,China,2014-07-03,123
telecommuting,China,2014-07-04,66
telecommuting,China,2014-07-05,66
telecommuting,China,2014-07-06,124
telecommuting,China,2014-07-07,124
telecommuting,China,2014-07-08,68
telecommuting,China,2014-07-09,129
telecommuting,China,2014-07-10,133
telecommuting,China,2014-07-11,125
telecommuting,China,2014-07-12,70
telecommuting,China,2014-07-13,118
telecommuting,China,2014-07-14,74
telecommuting,China,2014-07-15,146
telecommuting,China,2014-07-16,76
telecommuting,China,2014-07-17,126
telecommuting,China,2014-07-18,130
telecommuting,China,2014-07-19,0
telecommuting,China,2014-07-20,133
telecommuting,China,2014-07-21,123
telecommuting,China,2014-07-22,74
telecommuting,China,2014-07-23,130
telecommuting,China,2014-07-24,129
telecommuting,China,2014-07-25,129
telecommuting,China,2014-07-26,123
telecommuting,China,2014-07-27,123
telecommuting,China,2014-07-28,61
telecommuting,China,2014-07-29,63
telecommuting,China,2014-07-30,64
telecommuting,China,2014-07-31,74
telecommuting,China,2014-08-01,72
telecommuting,China,2014-08-02,63
telecommuting,China,2014-08-03,63
telecommuting,China,2014-08-04,127
telecommuting,China,2014-08-05,78
telecommuting,China,2014-08-06,72
telecommuting,China,2014-08-07,63
telecommuting,China,2014-08-08,123
telecommuting,China,2014-08-09,0
telecommuting,China,2014-08-10,64
telecommuting,China,2014-08-11,68
telecommuting,China,2014-08-12,134
telecommuting,China,2014-08-13,63
telecommuting,China,2014-08-14,68
telecommuting,China,2014-08-15,120
telecommuting,China,2014-08-16,121
telecommuting,China,2014-08-17,130
telecommuting,China,2014-08-18,124
telecommuting,China,2014-08-19,0
telecommuting,China,2014-08-20,72
telecommuting,China,2014-08-21,125
telecommuting,China,2014-08-22,66
telecommuting,China,2014-08-23,63
telecommuting,China,2014-08-24,124
telecommuting,China,2014-08-25,120
telecommuting,China,2014-08-26,76
telecommuting,China,2014-08-27,74
telecommuting,China,2014-08-28,119
telecommuting,China,2014-08-29,125
telecommuting,China,2014-08-30,124
telecommuting,China,2014-08-31,126
telecommuting,China,2014-09-01,66
telecommuting,China,2014-09-02,129
telecommuting,China,2014-09-03,140
telecommuting,China,2014-09-04,143
telecommuting,China,2014-09-05,68
telecommuting,China,2014-09-06,61
telecommuting,China,2014-09-07,63
telecommuting,China,2014-09-08,61
telecommuting,China,2014-09-09,72
telecommuting,China,2014-09-10,121
telecommuting,China,2014-09-11,128
telecommuting,China,2014-09-12,126
telecommuting,China,2014-09-13,0
telecommuting,China,2014-09-14,0
telecommuting,China,2014-09-15,68
telecommuting,China,2014-09-16,68
telecommuting,China,2014-09-17,68
telecommuting,China,2014-09-18,66
telecommuting,China,2014-09-19,74
telecommuting,China,2014-09-20,61
telecommuting,China,2014-09-21,64
telecommuting,China,2014-09-22,129
telecommuting,China,2014-09-23,78
telecommuting,China,2014-09-24,61
telecommuting,China,2014-09-25,76
telecommuting,China,2014-09-26,76
telecommuting,China,2014-09-27,61
telecommuting,China,2014-09-28,80
telecommuting,China,2014-09-29,74
telecommuting,China,2014-09-30,68
telecommuting,China,2014-10-01,61
telecommuting,China,2014-10-02,0
telecommuting,China,2014-10-03,68
telecommuting,China,2014-10-04,137
telecommuting,China,2014-10-05,61
telecommuting,China,2014-10-06,133
telecommuting,China,2014-10-07,61
telecommuting,China,2014-10-08,143
telecommuting,China,2014-10-09,140
telecommuting,China,2014-10-10,68
telecommuting,China,2014-10-11,76
telecommuting,China,2014-10-12,131
telecommuting,China,2014-10-13,126
telecommuting,China,2014-10-14,140
telecommuting,China,2014-10-15,78
telecommuting,China,2014-10-16,66
telecommuting,China,2014-10-17,78
telecommuting,China,2014-10-18,126
telecommuting,China,2014-10-19,74
telecommuting,China,2014-10-20,85
telecommuting,China,2014-10-21,132
telecommuting,China,2014-10-22,143
telecommuting,China,2014-10-23,152
telecommuting,China,2014-10-24,144
telecommuting,China,2014-10-25,133
telecommuting,China,2014-10-26,70
telecommuting,China,2014-10-27,93
telecommuting,China,2014-10-28,137
telecommuting,China,2014-10-29,95
telecommuting,China,2014-10-30,66
telecommuting,China,2014-10-31,78
telecommuting,China,2014-11-01,80
telecommuting,China,2014-11-02,66
telecommuting,China,2014-11-03,133
telecommuting,China,2014-11-04,144
telecommuting,China,2014-11-05,131
telecommuting,China,2014-11-06,68
telecommuting,China,2014-11-07,127
telecommuting,China,2014-11-08,63
telecommuting,China,2014-11-09,130
telecommuting,China,2014-11-10,63
telecommuting,China,2014-11-11,85
telecommuting,China,2014-11-12,72
telecommuting,China,2014-11-13,141
telecommuting,China,2014-11-14,76
telecommuting,China,2014-11-15,63
telecommuting,China,2014-11-16,80
telecommuting,China,2014-11-17,129
telecommuting,China,2014-11-18,137
telecommuting,China,2014-11-19,135
telecommuting,China,2014-11-20,70
telecommuting,China,2014-11-21,155
telecommuting,China,2014-11-22,137
telecommuting,China,2014-11-23,138
telecommuting,China,2014-11-24,139
telecommuting,China,2014-11-25,76
telecommuting,China,2014-11-26,180
telecommuting,China,2014-11-27,134
telecommuting,China,2014-11-28,66
telecommuting,China,2014-11-29,68
telecommuting,China,2014-11-30,70
telecommuting,China,2014-12-01,143
telecommuting,China,2014-12-02,66
telecommuting,China,2014-12-03,80
telecommuting,China,2014-12-04,128
telecommuting,China,2014-12-05,80
telecommuting,China,2014-12-06,137
telecommuting,China,2014-12-07,143
telecommuting,China,2014-12-08,80
telecommuting,China,2014-12-09,133
telecommuting,China,2014-12-10,76
telecommuting,China,2014-12-11,72
telecommuting,China,2014-12-12,74
telecommuting,China,2014-12-13,76
telecommuting,China,2014-12-14,130
telecommuting,China,2014-12-15,139
telecommuting,China,2014-12-16,82
telecommuting,China,2014-12-17,132
telecommuting,China,2014-12-18,83
telecommuting,China,2014-12-19,76
telecommuting,China,2014-12-20,139
telecommuting,China,2014-12-21,82
telecommuting,China,2014-12-22,76
telecommuting,China,2014-12-23,70
telecommuting,China,2014-12-24,144
telecommuting,China,2014-12-25,74
telecommuting,China,2014-12-26,83
telecommuting,China,2014-12-27,78
telecommuting,China,2014-12-28,70
telecommuting,China,2014-12-29,72
telecommuting,China,2014-12-30,153
telecommuting,China,2014-12-31,76
telecommuting,China,2015-01-01,124
telecommuting,China,2015-01-02,72
telecommuting,China,2015-01-03,76
telecommuting,China,2015-01-04,82
telecommuting,China,2015-01-05,91
telecommuting,China,2015-01-06,152
telecommuting,China,2015-01-07,95
telecommuting,China,2015-01-08,141
telecommuting,China,2015-01-09,141
telecommuting,China,2015-01-10,152
telecommuting,China,2015-01-11,72
telecommuting,China,2015-01-12,91
telecommuting,China,2015-01-13,68
telecommuting,China,2015-01-14,132
telecommuting,China,2015-01-15,72
telecommuting,China,2015-01-16,128
telecommuting,China,2015-01-17,124
telecommuting,China,2015-01-18,76
telecommuting,China,2015-01-19,80
telecommuting,China,2015-01-20,70
telecommuting,China,2015-01-21,82
telecommuting,China,2015-01-22,78
telecommuting,China,2015-01-23,64
telecommuting,China,2015-01-24,0
telecommuting,China,2015-01-25,66
telecommuting,China,2015-01-26,74
telecommuting,China,2015-01-27,76
telecommuting,China,2015-01-28,66
telecommuting,China,2015-01-29,76
telecommuting,China,2015-01-30,83
telecommuting,China,2015-01-31,128
telecommuting,China,2015-02-01,64
telecommuting,China,2015-02-02,74
telecommuting,China,2015-02-03,72
telecommuting,China,2015-02-04,85
telecommuting,China,2015-02-05,136
telecommuting,China,2015-02-06,125
telecommuting,China,2015-02-07,68
telecommuting,China,2015-02-08,136
telecommuting,China,2015-02-09,68
telecommuting,China,2015-02-10,66
telecommuting,China,2015-02-11,61
telecommuting,China,2015-02-12,64
telecommuting,China,2015-02-13,72
telecommuting,China,2015-02-14,63
telecommuting,China,2015-02-15,0
telecommuting,China,2015-02-16,66
telecommuting,China,2015-02-17,64
telecommuting,China,2015-02-18,61
telecommuting,China,2015-02-19,63
telecommuting,China,2015-02-20,72
telecommuting,China,2015-02-21,0
telecommuting,China,2015-02-22,63
telecommuting,China,2015-02-23,61
telecommuting,China,2015-02-24,61
telecommuting,China,2015-02-25,89
telecommuting,China,2015-02-26,139
telecommuting,China,2015-02-27,74
telecommuting,China,2015-02-28,74
telecommuting,China,2015-03-01,95
telecommuting,China,2015-03-02,158
telecommuting,China,2015-03-03,0
telecommuting,China,2015-03-04,150
telecommuting,China,2015-03-05,76
telecommuting,China,2015-03-06,142
telecommuting,China,2015-03-07,68
telecommuting,China,2015-03-08,74
telecommuting,China,2015-03-09,91
telecommuting,China,2015-03-10,152
telecommuting,China,2015-03-11,63
telecommuting,China,2015-03-12,138
telecommuting,China,2015-03-13,142
telecommuting,China,2015-03-14,156
telecommuting,China,2015-03-15,140
telecommuting,China,2015-03-16,70
telecommuting,China,2015-03-17,87
telecommuting,China,2015-03-18,78
telecommuting,China,2015-03-19,80
telecommuting,China,2015-03-20,89
telecommuting,China,2015-03-21,87
telecommuting,China,2015-03-22,141
telecommuting,China,2015-03-23,161
telecommuting,China,2015-03-24,80
telecommuting,China,2015-03-25,87
telecommuting,China,2015-03-26,145
telecommuting,China,2015-03-27,112
telecommuting,China,2015-03-28,156
telecommuting,China,2015-03-29,153
telecommuting,China,2015-03-30,91
telecommuting,China,2015-03-31,99
telecommuting,China,2015-04-01,153
telecommuting,China,2015-04-02,167
telecommuting,China,2015-04-03,168
telecommuting,China,2015-04-04,85
telecommuting,China,2015-04-05,82
telecommuting,China,2015-04-06,143
telecommuting,China,2015-04-07,157
telecommuting,China,2015-04-08,83
telecommuting,China,2015-04-09,97
telecommuting,China,2015-04-10,156
telecommuting,China,2015-04-11,91
telecommuting,China,2015-04-12,128
telecommuting,China,2015-04-13,101
telecommuting,China,2015-04-14,138
telecommuting,China,2015-04-15,153
telecommuting,China,2015-04-16,165
telecommuting,China,2015-04-17,95
telecommuting,China,2015-04-18,78
telecommuting,China,2015-04-19,80
telecommuting,China,2015-04-20,151
telecommuting,China,2015-04-21,156
telecommuting,China,2015-04-22,87
telecommuting,China,2015-04-23,153
telecommuting,China,2015-04-24,95
telecommuting,China,2015-04-25,64
telecommuting,China,2015-04-26,137
telecommuting,China,2015-04-27,160
telecommuting,China,2015-04-28,91
telecommuting,China,2015-04-29,106
telecommuting,China,2015-04-30,85
telecommuting,China,2015-05-01,70
telecommuting,China,2015-05-02,68
telecommuting,China,2015-05-03,83
telecommuting,China,2015-05-04,156
telecommuting,China,2015-05-05,151
telecommuting,China,2015-05-06,144
telecommuting,China,2015-05-07,141
telecommuting,China,2015-05-08,140
telecommuting,China,2015-05-09,129
telecommuting,China,2015-05-10,85
telecommuting,China,2015-05-11,76
telecommuting,China,2015-05-12,141
telecommuting,China,2015-05-13,137
telecommuting,China,2015-05-14,125
telecommuting,China,2015-05-15,131
telecommuting,China,2015-05-16,76
telecommuting,China,2015-05-17,72
telecommuting,China,2015-05-18,95
telecommuting,China,2015-05-19,74
telecommuting,China,2015-05-20,80
telecommuting,China,2015-05-21,72
telecommuting,China,2015-05-22,74
telecommuting,China,2015-05-23,64
telecommuting,China,2015-05-24,63
telecommuting,China,2015-05-25,143
telecommuting,China,2015-05-26,140
telecommuting,China,2015-05-27,143
telecommuting,China,2015-05-28,140
telecommuting,China,2015-05-29,82
telecommuting,China,2015-05-30,83
telecommuting,China,2015-05-31,89
telecommuting,China,2015-06-01,82
telecommuting,China,2015-06-02,91
telecommuting,China,2015-06-03,99
telecommuting,China,2015-06-04,85
telecommuting,China,2015-06-05,163
telecommuting,China,2015-06-06,99
telecommuting,China,2015-06-07,85
telecommuting,China,2015-06-08,82
telecommuting,China,2015-06-09,144
telecommuting,China,2015-06-10,143
telecommuting,China,2015-06-11,99
telecommuting,China,2015-06-12,146
telecommuting,China,2015-06-13,68
telecommuting,China,2015-06-14,66
telecommuting,China,2015-06-15,76
telecommuting,China,2015-06-16,370
telecommuting,China,2015-06-17,192
telecommuting,China,2015-06-18,153
telecommuting,China,2015-06-19,82
telecommuting,China,2015-06-20,122
telecommuting,China,2015-06-21,66
telecommuting,China,2015-06-22,78
telecommuting,China,2015-06-23,139
telecommuting,China,2015-06-24,91
telecommuting,China,2015-06-25,155
telecommuting,China,2015-06-26,137
telecommuting,China,2015-06-27,133
telecommuting,China,2015-06-28,148
telecommuting,China,2015-06-29,159
telecommuting,China,2015-06-30,155
telecommuting,China,2015-07-01,137
