date,country,province,city,confirmed,suspected,cured,dead
2020-02-07,China,HaiNanProvince,HaiKouCity,21,0,1,0
2020-02-07,China,HaiNanProvince,SanYaCity,34,0,8,1
2020-02-07,China,HaiNanProvince,SanShaCity,0,0,0,0
2020-02-07,China,HaiNanProvince,DanZhouCity,11,0,0,0
2020-02-07,China,HaiNanProvince,WuZhiShanCity,0,0,0,0
2020-02-07,China,HaiNanProvince,QiongHaiCity,6,0,0,0
2020-02-07,China,HaiNanProvince,WenChangCity,3,0,0,0
2020-02-07,China,HaiNanProvince,WanNingCity,12,0,0,0
2020-02-07,China,HaiNanProvince,DongFangCity,3,0,0,0
2020-02-07,China,HaiNanProvince,DingAnXian,3,0,0,0
2020-02-07,China,HaiNanProvince,TunChangXian,0,0,0,0
2020-02-07,China,HaiNanProvince,ChengMaiXian,7,0,1,1
2020-02-07,China,HaiNanProvince,LinGaoXian,5,0,0,0
2020-02-07,China,HaiNanProvince,BaiShaLiZuZiZhiXian,0,0,0,0
2020-02-07,China,HaiNanProvince,ChangJiangLiZuZiZhiXian,4,0,0,0
2020-02-07,China,HaiNanProvince,LeDongLiZuZiZhiXian,1,0,0,0
2020-02-07,China,HaiNanProvince,LingShuiLiZuZiZhiXian,4,0,0,0
2020-02-07,China,HaiNanProvince,BaoTingLiZuMiaoZuZiZhiXian,2,0,0,0
2020-02-07,China,HaiNanProvince,QiongZhongLiZuMiaoZuZiZhiXian,1,0,0,0
2020-02-07,China,ZhongQingCity,,426,0,31,2
2020-02-07,China,ZhongQingCity,WanShengJingKaiQu,1,0,0,0
2020-02-07,China,ZhongQingCity,LiangJiangXinQu,14,0,0,0
2020-02-07,China,ZhongQingCity,GaoXinQu,4,0,0,0
2020-02-07,China,ZhongQingCity,WanZhouQu,74,0,4,1
2020-02-07,China,ZhongQingCity,FuLingQu,3,0,0,0
2020-02-07,China,ZhongQingCity,YuZhongQu,19,0,0,0
2020-02-07,China,ZhongQingCity,DaDuKouQu,7,0,1,0
2020-02-07,China,ZhongQingCity,JiangBeiQu,19,0,2,0
2020-02-07,China,ZhongQingCity,ShaPingBaQu,2,0,0,0
2020-02-07,China,ZhongQingCity,JiuLongPoQu,19,0,0,1
2020-02-07,China,ZhongQingCity,NanAnQu,8,0,0,0
2020-02-07,China,ZhongQingCity,BeiBeiQu,0,0,0,0
2020-02-07,China,ZhongQingCity,QiJiangQu,14,0,0,0
2020-02-07,China,ZhongQingCity,DaZuQu,9,0,0,0
2020-02-07,China,ZhongQingCity,YuBeiQu,12,0,1,0
2020-02-07,China,ZhongQingCity,BaNanQu,3,0,0,0
2020-02-07,China,ZhongQingCity,QianJiangQu,2,0,0,0
2020-02-07,China,ZhongQingCity,ZhangShouQu,12,0,2,0
2020-02-07,China,ZhongQingCity,JiangJinQu,4,0,1,0
2020-02-07,China,ZhongQingCity,HeChuanQu,16,0,1,0
2020-02-07,China,ZhongQingCity,YongChuanQu,3,0,1,0
2020-02-07,China,ZhongQingCity,NanChuanQu,0,0,0,0
2020-02-07,China,ZhongQingCity,BiShanQu,8,0,0,0
2020-02-07,China,ZhongQingCity,TongLiangQu,7,0,0,0
2020-02-07,China,ZhongQingCity,TongNanQu,13,0,0,0
2020-02-07,China,ZhongQingCity,RongChangQu,8,0,0,0
2020-02-07,China,ZhongQingCity,KaiZhouQu,18,0,2,0
2020-02-07,China,ZhongQingCity,LiangPingQu,4,0,0,0
2020-02-07,China,ZhongQingCity,WuLongQu,1,0,0,0
2020-02-07,China,ZhongQingCity,ChengKouXian,2,0,1,0
2020-02-07,China,ZhongQingCity,FengDouXian,9,0,1,0
2020-02-07,China,ZhongQingCity,DianJiangXian,17,0,1,0
2020-02-07,China,ZhongQingCity,ZhongXian,16,0,1,0
2020-02-07,China,ZhongQingCity,YunYangXian,20,0,5,0
2020-02-07,China,ZhongQingCity,FengJieXian,12,0,1,0
2020-02-07,China,ZhongQingCity,WuShanXian,8,0,4,0
2020-02-07,China,ZhongQingCity,WuXiXian,11,0,1,0
2020-02-07,China,ZhongQingCity,ShiZhuTuJiaZuZiZhiXian,12,0,0,0
2020-02-07,China,ZhongQingCity,XiuShanTuJiaZuMiaoZuZiZhiXian,1,0,1,0
2020-02-07,China,ZhongQingCity,YouYangTuJiaZuMiaoZuZiZhiXian,1,0,0,0
2020-02-07,China,ZhongQingCity,PengShuiMiaoZuTuJiaZuZiZhiXian,2,0,0,0
2020-02-07,China,SiChuanProvince,,363,0,50,1
2020-02-07,China,SiChuanProvince,WeiGongBuLaiYuan,0,0,0,0
2020-02-07,China,SiChuanProvince,ChengDouCity,102,0,25,1
2020-02-07,China,SiChuanProvince,ZiGongCity,9,0,1,0
2020-02-07,China,SiChuanProvince,PanZhiHuaCity,11,0,1,0
2020-02-07,China,SiChuanProvince,LuZhouCity,13,0,0,0
2020-02-07,China,SiChuanProvince,DeYangCity,12,0,0,0
2020-02-07,China,SiChuanProvince,MianYangCity,19,0,2,0
2020-02-07,China,SiChuanProvince,GuangYuanCity,6,0,0,0
2020-02-07,China,SiChuanProvince,SuiNingCity,5,0,2,0
2020-02-07,China,SiChuanProvince,NeiJiangCity,17,0,1,0
2020-02-07,China,SiChuanProvince,LeShanCity,3,0,0,0
2020-02-07,China,SiChuanProvince,NanChongCity,30,0,2,0
2020-02-07,China,SiChuanProvince,MeiShanCity,5,0,1,0
2020-02-07,China,SiChuanProvince,YiBinCity,9,0,0,0
2020-02-07,China,SiChuanProvince,GuangAnCity,27,0,3,0
2020-02-07,China,SiChuanProvince,DaZhouCity,23,0,4,0
2020-02-07,China,SiChuanProvince,YaAnCity,6,0,0,0
2020-02-07,China,SiChuanProvince,BaZhongCity,20,0,1,0
2020-02-07,China,SiChuanProvince,ZiYangCity,2,0,0,0
2020-02-07,China,SiChuanProvince,ABaCangZuQiangZuZiZhiZhou,1,0,0,0
2020-02-07,China,SiChuanProvince,GanZiCangZuZiZhiZhou,17,0,0,0
2020-02-07,China,SiChuanProvince,LiangShanYiZuZiZhiZhou,7,0,0,0
2020-02-07,China,GuiZhouProvince,,89,0,6,1
2020-02-07,China,GuiZhouProvince,GuiYangCity,18,0,1,0
2020-02-07,China,GuiZhouProvince,LiuPanShuiCity,9,0,0,1
2020-02-07,China,GuiZhouProvince,ZunYiCity,12,0,0,0
2020-02-07,China,GuiZhouProvince,AnShunCity,4,0,0,0
2020-02-07,China,GuiZhouProvince,BiJieCity,17,0,0,0
2020-02-07,China,GuiZhouProvince,TongRenCity,6,0,2,0
2020-02-07,China,GuiZhouProvince,QianXiNanBuYiZuMiaoZuZiZhiZhou,3,0,0,0
2020-02-07,China,GuiZhouProvince,QianDongNanMiaoZuDongZuZiZhiZhou,5,0,0,0
2020-02-07,China,GuiZhouProvince,QianNanBuYiZuMiaoZuZiZhiZhou,7,0,3,0
2020-02-07,China,YunNanProvince,,138,0,12,0
2020-02-07,China,YunNanProvince,WeiGongBuLaiYuan,0,0,1,0
2020-02-07,China,YunNanProvince,KunMingCity,41,0,2,0
2020-02-07,China,YunNanProvince,QuJingCity,10,0,1,0
2020-02-07,China,YunNanProvince,YuXiCity,13,0,2,0
2020-02-07,China,YunNanProvince,BaoShanCity,9,0,0,0
2020-02-07,China,YunNanProvince,ZhaoTongCity,10,0,1,0
2020-02-07,China,YunNanProvince,LiJiangCity,7,0,1,0
2020-02-07,China,YunNanProvince,PuErCity,4,0,0,0
2020-02-07,China,YunNanProvince,LinCangCity,1,0,0,0
2020-02-07,China,YunNanProvince,ChuXiongYiZuZiZhiZhou,4,0,0,0
2020-02-07,China,YunNanProvince,HongHeHaNiZuYiZuZiZhiZhou,5,0,1,0
2020-02-07,China,YunNanProvince,WenShanZhuangZuMiaoZuZiZhiZhou,1,0,0,0
2020-02-07,China,YunNanProvince,XiShuangBanNaDaiZuZiZhiZhou,15,0,2,0
2020-02-07,China,YunNanProvince,DaLiBaiZuZiZhiZhou,11,0,2,0
2020-02-07,China,YunNanProvince,DeHongDaiZuJingPoZuZiZhiZhou,5,0,0,0
2020-02-07,China,YunNanProvince,NuJiangLiSuZuZiZhiZhou,0,0,0,0
2020-02-07,China,YunNanProvince,DiQingCangZuZiZhiZhou,0,0,0,0
2020-02-07,China,XiCangZiZhiQu,,1,0,0,0
2020-02-07,China,XiCangZiZhiQu,LaSaCity,1,0,0,0
2020-02-07,China,XiCangZiZhiQu,RiKaZeCity,0,0,0,0
2020-02-07,China,XiCangZiZhiQu,ChangDouCity,0,0,0,0
2020-02-07,China,XiCangZiZhiQu,LinZhiCity,0,0,0,0
2020-02-07,China,XiCangZiZhiQu,ShanNanCity,0,0,0,0
2020-02-07,China,XiCangZiZhiQu,NaQuCity,0,0,0,0
2020-02-07,China,XiCangZiZhiQu,ALiDeQu,0,0,0,0
2020-02-07,China,ShanXiProvince,,184,0,9,0
2020-02-07,China,ShanXiProvince,WeiGongBuLaiYuan,0,0,0,0
2020-02-07,China,ShanXiProvince,YangLingShiFanQu,1,0,0,0
2020-02-07,China,ShanXiProvince,XiAnCity,80,0,9,0
2020-02-07,China,ShanXiProvince,TongChuanCity,8,0,3,0
2020-02-07,China,ShanXiProvince,BaoJiCity,12,0,2,0
2020-02-07,China,ShanXiProvince,XianYangCity,15,0,1,0
2020-02-07,China,ShanXiProvince,WeiNanCity,9,0,0,0
2020-02-07,China,ShanXiProvince,HanChengCity,1,0,0,0
2020-02-07,China,ShanXiProvince,YanAnCity,7,0,0,0
2020-02-07,China,ShanXiProvince,HanZhongCity,21,0,0,0
2020-02-07,China,ShanXiProvince,YuLinCity,2,0,0,0
2020-02-07,China,ShanXiProvince,AnKangCity,21,0,1,0
2020-02-07,China,ShanXiProvince,ShangLuoCity,7,0,1,0
2020-02-07,China,GanSuProvince,,71,0,9,1
2020-02-07,China,GanSuProvince,WeiGongBuLaiYuan,0,0,2,0
2020-02-07,China,GanSuProvince,LanZhouCity,32,0,3,0
2020-02-07,China,GanSuProvince,JiaYuGuanCity,0,0,0,0
2020-02-07,China,GanSuProvince,JinChangCity,1,0,0,0
2020-02-07,China,GanSuProvince,BaiYinCity,4,0,0,0
2020-02-07,China,GanSuProvince,TianShuiCity,10,0,1,0
2020-02-07,China,GanSuProvince,WuWeiCity,0,0,0,0
2020-02-07,China,GanSuProvince,ZhangYeCity,2,0,0,0
2020-02-07,China,GanSuProvince,PingLiangCity,1,0,0,0
2020-02-07,China,GanSuProvince,JiuQuanCity,0,0,0,0
2020-02-07,China,GanSuProvince,QingYangCity,2,0,0,0
2020-02-07,China,GanSuProvince,DingXiCity,5,0,1,0
2020-02-07,China,GanSuProvince,LongNanCity,4,0,0,0
2020-02-07,China,GanSuProvince,LinXiaHuiZuZiZhiZhou,3,0,2,0
2020-02-07,China,GanSuProvince,GanNanCangZuZiZhiZhou,3,0,0,0
2020-02-07,China,QingHaiProvince,,18,0,3,0
2020-02-07,China,QingHaiProvince,XiNingCity,15,0,3,0
2020-02-07,China,QingHaiProvince,HaiDongCity,0,0,0,0
2020-02-07,China,QingHaiProvince,HaiBeiCangZuZiZhiZhou,3,0,0,0
2020-02-07,China,QingHaiProvince,HuangNanCangZuZiZhiZhou,0,0,0,0
2020-02-07,China,QingHaiProvince,HaiNanCangZuZiZhiZhou,0,0,0,0
2020-02-07,China,QingHaiProvince,GuoLuoCangZuZiZhiZhou,0,0,0,0
2020-02-07,China,QingHaiProvince,YuShuCangZuZiZhiZhou,0,0,0,0
2020-02-07,China,QingHaiProvince,HaiXiMengGuZuCangZuZiZhiZhou,0,0,0,0
2020-02-07,China,NingXiaHuiZuZiZhiQu,,44,0,5,0
2020-02-07,China,NingXiaHuiZuZiZhiQu,NingDongGuanWeiHui,1,0,0,0
2020-02-07,China,NingXiaHuiZuZiZhiQu,YinChuanCity,27,0,3,0
2020-02-07,China,NingXiaHuiZuZiZhiQu,ShiZuiShanCity,1,0,0,0
2020-02-07,China,NingXiaHuiZuZiZhiQu,WuZhongCity,9,0,0,0
2020-02-07,China,NingXiaHuiZuZiZhiQu,GuYuanCity,2,0,2,0
2020-02-07,China,NingXiaHuiZuZiZhiQu,ZhongWeiCity,3,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,,42,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,DiQiShi,1,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,DiJiuShi,4,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,WuLuMuQiCity,18,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,KeLaMaYiCity,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,TuLuFanCity,1,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,HaMiCity,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,ChangJiHuiZuZiZhiZhou,2,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,BoErTaLaMengGuZiZhiZhou,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,BaYinGuoLengMengGuZiZhiZhou,1,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,AKeSuDeQu,1,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,KeZiLeiSuKeErKeZiZiZhiZhou,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,KaShenDeQu,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,HeTianDeQu,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,YiLiHaSaKeZiZhiZhou,9,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,TaChengDeQu,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,ALeiTaiDeQu,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,ShiHeZiCity,1,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,ALaErCity,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,TuMuShuKeCity,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,WuJiaQuCity,1,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,BeiTunCity,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,TieMenGuanCity,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,ShuangHeCity,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,KeKeDaLaCity,0,0,0,0
2020-02-07,China,XinJiangWeiWuErZiZhiQu,KunYuCity,0,0,0,0
2020-02-07,China,TaiWanProvince,,16,0,1,0
2020-02-07,China,TaiWanProvince,TaiWan,16,0,1,0
2020-02-07,China,XiangGangTeBieXingZhengQu,,26,0,0,1
2020-02-07,China,XiangGangTeBieXingZhengQu,XiangGang,25,0,0,1
2020-02-07,China,AoMenTeBieXingZhengQu,,10,0,1,0
2020-02-07,China,AoMenTeBieXingZhengQu,AoMen,10,0,1,0
2020-02-07,Germany,,,13,0,0,0
2020-02-07,Spain,,,1,0,0,0
2020-02-07,FenLan,,,1,0,0,0
2020-02-07,France,,,6,0,0,0
2020-02-07,YingGuo,,,3,0,0,0
2020-02-07,YinDu,,,3,0,0,0
2020-02-07,Italy,,,3,0,0,0
2020-02-07,Japan,,,86,0,1,0
2020-02-07,JianPuZhai,,,1,0,0,0
2020-02-07,Korea,,,24,0,1,0
2020-02-07,SiLiLanKa,,,1,0,1,0
2020-02-07,Malaysia,,,14,0,1,0
2020-02-07,Nepal,,,1,0,0,0
2020-02-07,FeiLvBin,,,3,0,0,1
2020-02-07,ELuoSi,,,2,0,0,0
2020-02-07,RuiDian,,,1,0,0,0
2020-02-07,Singapore,,,33,0,2,0
2020-02-07,Thailand,,,25,0,8,0
2020-02-07,US,,,12,0,1,0
2020-02-07,Vietnam,,,12,0,3,0
2020-02-08,ALianQiu,,,7,0,0,0
2020-02-08,Australia,,,15,0,3,0
2020-02-08,BiLiShi,,,1,0,0,0
2020-02-08,Canada,,,5,0,1,0
2020-02-08,China,,,37162,28942,2651,812
2020-02-08,China,BeiJingCity,,326,0,37,2
2020-02-08,China,BeiJingCity,WaiDeLaiJing,25,0,2,0
2020-02-08,China,BeiJingCity,WeiGongBuLaiYuan,0,0,30,2
2020-02-08,China,BeiJingCity,DongChengQu,8,0,0,0
2020-02-08,China,BeiJingCity,XiChengQu,37,0,0,0
2020-02-08,China,BeiJingCity,ChaoYangQu,53,0,0,0
2020-02-08,China,BeiJingCity,FengTaiQu,26,0,0,0
2020-02-08,China,BeiJingCity,ShiJingShanQu,13,0,0,0
2020-02-08,China,BeiJingCity,HaiDianQu,49,0,0,0
2020-02-08,China,BeiJingCity,MenTouGouQu,3,0,0,0
2020-02-08,China,BeiJingCity,FangShanQu,14,0,0,0
2020-02-08,China,BeiJingCity,TongZhouQu,15,0,0,0
2020-02-08,China,BeiJingCity,ShunYiQu,9,0,0,0
2020-02-08,China,BeiJingCity,ChangPingQu,17,0,0,0
2020-02-08,China,BeiJingCity,DaXingQu,34,0,2,0
2020-02-08,China,BeiJingCity,HuaiRouQu,7,0,0,0
2020-02-08,China,BeiJingCity,PingGuQu,0,0,0,0
2020-02-08,China,BeiJingCity,MiYunQu,4,0,0,0
2020-02-08,China,BeiJingCity,YanQingQu,1,0,0,0
2020-02-08,China,TianJinCity,,88,0,4,1
2020-02-08,China,TianJinCity,WaiDeLaiJin,6,0,0,0
2020-02-08,China,TianJinCity,WeiGongBuLaiYuan,0,0,2,0
2020-02-08,China,TianJinCity,HePingQu,6,0,0,0
2020-02-08,China,TianJinCity,HeDongQu,10,0,1,0
2020-02-08,China,TianJinCity,HeXiQu,4,0,0,0
2020-02-08,China,TianJinCity,NanKaiQu,3,0,0,0
2020-02-08,China,TianJinCity,HeBeiQu,10,0,0,0
2020-02-08,China,TianJinCity,HongQiaoQu,2,0,1,0
2020-02-08,China,TianJinCity,DongLiQu,4,0,0,0
2020-02-08,China,TianJinCity,XiQingQu,4,0,0,0
2020-02-08,China,TianJinCity,JinNanQu,1,0,0,0
2020-02-08,China,TianJinCity,BeiChenQu,1,0,0,0
2020-02-08,China,TianJinCity,WuQingQu,1,0,0,0
2020-02-08,China,TianJinCity,BaoChiQu,29,0,0,1
2020-02-08,China,TianJinCity,BinHaiXinQu,3,0,0,0
2020-02-08,China,TianJinCity,NingHeQu,4,0,0,0
2020-02-08,China,TianJinCity,JingHaiQu,0,0,0,0
2020-02-08,China,TianJinCity,JiZhouQu,0,0,0,0
2020-02-08,China,HeBeiProvince,,206,0,30,2
2020-02-08,China,HeBeiProvince,ShiJiaZhuangCity,24,0,3,0
2020-02-08,China,HeBeiProvince,TangShanCity,23,0,2,0
2020-02-08,China,HeBeiProvince,QinHuangDaoCity,7,0,0,0
2020-02-08,China,HeBeiProvince,HanDanCity,26,0,2,0
2020-02-08,China,HeBeiProvince,XingTaiCity,21,0,4,0
2020-02-08,China,HeBeiProvince,BaoDingCity,18,0,8,0
2020-02-08,China,HeBeiProvince,ZhangJiaKouCity,14,0,1,0
2020-02-08,China,HeBeiProvince,ChengDeCity,7,0,0,0
2020-02-08,China,HeBeiProvince,CangZhouCity,28,0,6,1
2020-02-08,China,HeBeiProvince,LangFangCity,20,0,4,0
2020-02-08,China,HeBeiProvince,HengShuiCity,7,0,0,0
2020-02-08,China,ShanXiProvince,,115,0,21,0
2020-02-08,China,ShanXiProvince,TaiYuanCity,12,0,1,0
2020-02-08,China,ShanXiProvince,DaTongCity,10,0,3,0
2020-02-08,China,ShanXiProvince,YangQuanCity,4,0,0,0
2020-02-08,China,ShanXiProvince,ZhangZhiCity,5,0,0,0
2020-02-08,China,ShanXiProvince,JinChengCity,8,0,2,0
2020-02-08,China,ShanXiProvince,ShuoZhouCity,4,0,1,0
2020-02-08,China,ShanXiProvince,JinZhongCity,30,0,5,0
2020-02-08,China,ShanXiProvince,YunChengCity,17,0,4,0
2020-02-08,China,ShanXiProvince,XinZhouCity,6,0,0,0
2020-02-08,China,ShanXiProvince,LinFenCity,2,0,1,0
2020-02-08,China,ShanXiProvince,LvLiangCity,6,0,3,0
2020-02-08,China,NeiMengGuZiZhiQu,,54,0,5,0
2020-02-08,China,NeiMengGuZiZhiQu,HuHeHaoTeCity,7,0,0,0
2020-02-08,China,NeiMengGuZiZhiQu,BaoTouCity,10,0,0,0
2020-02-08,China,NeiMengGuZiZhiQu,WuHaiCity,2,0,0,0
2020-02-08,China,NeiMengGuZiZhiQu,ChiFengCity,4,0,1,0
2020-02-08,China,NeiMengGuZiZhiQu,TongLiaoCity,3,0,0,0
2020-02-08,China,NeiMengGuZiZhiQu,EErDuoSiCity,11,0,2,0
2020-02-08,China,NeiMengGuZiZhiQu,HuLunBeiErCity,5,0,1,0
2020-02-08,China,NeiMengGuZiZhiQu,BaYanNaoErCity,4,0,0,0
2020-02-08,China,NeiMengGuZiZhiQu,WuLanChaBuCity,3,0,0,0
2020-02-08,China,NeiMengGuZiZhiQu,XingAnMeng,1,0,0,0
2020-02-08,China,NeiMengGuZiZhiQu,XiLinGuoLeiMeng,2,0,1,0
2020-02-08,China,NeiMengGuZiZhiQu,ALaShanMeng,0,0,0,0
2020-02-08,China,LiaoNingProvince,,106,0,12,0
2020-02-08,China,LiaoNingProvince,ShenYangCity,26,0,3,0
2020-02-08,China,LiaoNingProvince,DaLianCity,16,0,3,0
2020-02-08,China,LiaoNingProvince,AnShanCity,3,0,0,0
2020-02-08,China,LiaoNingProvince,BenXiCity,3,0,0,0
2020-02-08,China,LiaoNingProvince,DanDongCity,7,0,1,0
2020-02-08,China,LiaoNingProvince,JinZhouCity,10,0,1,0
2020-02-08,China,LiaoNingProvince,YingKouCity,1,0,0,0
2020-02-08,China,LiaoNingProvince,FuXinCity,7,0,0,0
2020-02-08,China,LiaoNingProvince,LiaoYangCity,3,0,0,0
2020-02-08,China,LiaoNingProvince,PanJinCity,11,0,0,0
2020-02-08,China,LiaoNingProvince,TieLingCity,3,0,0,0
2020-02-08,China,LiaoNingProvince,ChaoYangCity,6,0,0,0
2020-02-08,China,LiaoNingProvince,HuLuDaoCity,9,0,0,0
2020-02-08,China,JiLinProvince,,78,0,5,1
2020-02-08,China,JiLinProvince,ZhangChunCity,32,0,1,0
2020-02-08,China,JiLinProvince,JiLinCity,5,0,2,0
2020-02-08,China,JiLinProvince,SiPingCity,10,0,0,1
2020-02-08,China,JiLinProvince,GongZhuLingCity,6,0,1,0
2020-02-08,China,JiLinProvince,LiaoYuanCity,6,0,0,0
2020-02-08,China,JiLinProvince,TongHuaCity,2,0,0,0
2020-02-08,China,JiLinProvince,BaiShanCity,0,0,0,0
2020-02-08,China,JiLinProvince,SongYuanCity,2,0,0,0
2020-02-08,China,JiLinProvince,BaiChengCity,1,0,0,0
2020-02-08,China,JiLinProvince,YanBianChaoXianZuZiZhiZhou,5,0,0,0
2020-02-08,China,HeiLongJiangProvince,,307,0,13,6
2020-02-08,China,HeiLongJiangProvince,WeiGongBuLaiYuan,0,0,0,0
2020-02-08,China,HeiLongJiangProvince,HaErBinCity,100,0,9,0
2020-02-08,China,HeiLongJiangProvince,QiQiHaErCity,27,0,0,0
2020-02-08,China,HeiLongJiangProvince,JiXiCity,31,0,0,0
2020-02-08,China,HeiLongJiangProvince,HeGangCity,3,0,0,0
2020-02-08,China,HeiLongJiangProvince,ShuangYaShanCity,36,0,1,2
2020-02-08,China,HeiLongJiangProvince,DaQingCity,13,0,0,1
2020-02-08,China,HeiLongJiangProvince,YiChunCity,0,0,0,0
2020-02-08,China,HeiLongJiangProvince,JiaMuSiCity,13,0,1,0
2020-02-08,China,HeiLongJiangProvince,QiTaiHeCity,11,0,0,0
2020-02-08,China,HeiLongJiangProvince,MuDanJiangCity,13,0,1,0
2020-02-08,China,HeiLongJiangProvince,HeiHeCity,2,0,0,0
2020-02-08,China,HeiLongJiangProvince,SuiHuaCity,44,0,1,2
2020-02-08,China,HeiLongJiangProvince,DaXingAnLingDeQu,2,0,0,0
2020-02-08,China,ShangHaiCity,,292,0,41,1
2020-02-08,China,ShangHaiCity,WaiDeLaiHu,96,0,20,1
2020-02-08,China,ShangHaiCity,WeiGongBuLaiYuan,0,0,0,0
2020-02-08,China,ShangHaiCity,HuangPuQu,5,0,1,0
2020-02-08,China,ShangHaiCity,XuHuiQu,16,0,1,0
2020-02-08,China,ShangHaiCity,ZhangNingQu,11,0,1,0
2020-02-08,China,ShangHaiCity,JingAnQu,15,0,3,0
2020-02-08,China,ShangHaiCity,PuTuoQu,7,0,0,0
2020-02-08,China,ShangHaiCity,HongKouQu,7,0,1,0
2020-02-08,China,ShangHaiCity,YangPuQu,7,0,0,0
2020-02-08,China,ShangHaiCity,MinXingQu,14,0,2,0
2020-02-08,China,ShangHaiCity,BaoShanQu,17,0,0,0
2020-02-08,China,ShangHaiCity,JiaDingQu,6,0,1,0
2020-02-08,China,ShangHaiCity,PuDongXinQu,53,0,8,0
2020-02-08,China,ShangHaiCity,JinShanQu,2,0,0,0
2020-02-08,China,ShangHaiCity,SongJiangQu,14,0,0,0
2020-02-08,China,ShangHaiCity,QingPuQu,5,0,2,0
2020-02-08,China,ShangHaiCity,FengXianQu,9,0,1,0
2020-02-08,China,ShangHaiCity,ChongMingQu,2,0,0,0
2020-02-08,China,JiangSuProvince,,468,0,51,0
2020-02-08,China,JiangSuProvince,NanJingCity,65,0,20,0
2020-02-08,China,JiangSuProvince,WuXiCity,34,0,4,0
2020-02-08,China,JiangSuProvince,XuZhouCity,52,0,3,0
2020-02-08,China,JiangSuProvince,ChangZhouCity,31,0,5,0
2020-02-08,China,JiangSuProvince,SuZhouCity,72,0,4,0
2020-02-08,China,JiangSuProvince,NanTongCity,31,0,2,0
2020-02-08,China,JiangSuProvince,LianYunGangCity,27,0,2,0
2020-02-08,China,JiangSuProvince,HuaiAnCity,40,0,2,0
2020-02-08,China,JiangSuProvince,YanChengCity,17,0,3,0
2020-02-08,China,JiangSuProvince,YangZhouCity,17,0,2,0
2020-02-08,China,JiangSuProvince,ZhenJiangCity,11,0,1,0
2020-02-08,China,JiangSuProvince,TaiZhouCity,30,0,3,0
2020-02-08,China,JiangSuProvince,SuQianCity,12,0,0,0
2020-02-08,China,ZheJiangProvince,,1075,0,173,0
2020-02-08,China,ZheJiangProvince,WeiGongBuLaiYuan,0,0,10,0
2020-02-08,China,ZheJiangProvince,HangZhouCity,162,0,22,0
2020-02-08,China,ZheJiangProvince,NingBoCity,141,0,13,0
2020-02-08,China,ZheJiangProvince,WenZhouCity,438,0,70,0
2020-02-08,China,ZheJiangProvince,JiaXingCity,37,0,1,0
2020-02-08,China,ZheJiangProvince,HuZhouCity,10,0,1,0
2020-02-08,China,ZheJiangProvince,ShaoXingCity,36,0,5,0
2020-02-08,China,ZheJiangProvince,JinHuaCity,52,0,13,0
2020-02-08,China,ZheJiangProvince,QuZhouCity,15,0,3,0
2020-02-08,China,ZheJiangProvince,ZhouShanCity,7,0,5,0
2020-02-08,China,ZheJiangProvince,TaiZhouCity,133,0,25,0
2020-02-08,China,ZheJiangProvince,LiShuiCity,17,0,3,0
2020-02-08,China,AnHuiProvince,,779,0,59,1
2020-02-08,China,AnHuiProvince,HeFeiCity,128,0,11,0
2020-02-08,China,AnHuiProvince,WuHuCity,29,0,3,0
2020-02-08,China,AnHuiProvince,BangBuCity,99,0,1,0
2020-02-08,China,AnHuiProvince,HuaiNanCity,21,0,3,0
2020-02-08,China,AnHuiProvince,MaAnShanCity,31,0,2,0
2020-02-08,China,AnHuiProvince,HuaiBeiCity,22,0,1,0
2020-02-08,China,AnHuiProvince,TongLingCity,23,0,7,0
2020-02-08,China,AnHuiProvince,AnQingCity,71,0,6,0
2020-02-08,China,AnHuiProvince,HuangShanCity,9,0,1,0
